profile_id,opportunity_id,chat_message,major,city,skills,interest,program_type,work_mode,company_name,program_name,opportunity_role_cluster,opportunity_required_skills,opportunity_preferred_skills,target_score,predicted_score,absolute_error
ds-remote-coop,140,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Bosch Middle East,Software Development Intern (AI/Cloud),Data Science,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react; docker,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; testing; cloud; rest apis; typescript; ui testing; kubernetes; ci/cd; aws; azure; terraform; statistics; pandas; visualization,54.33,60.09442919285952,5.764429192859524
cs-iau-backend,126,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Trendyol Group,Trendyol Tech Talent - Bootcamp & COOP Internship Program (Saudi Students Only),General Computing,,,55.0,60.76038771934307,5.760387719343072
de-cloud-dammam,143,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Lean Technologies,Software Engineering Intern – KSA,Software Engineering,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,55.83,50.0702931076159,5.759706892384095
ce-network-dhahran,51,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Ministry of Finance (Saudi Arabia) | Cooperative Training Program,Cooperative Training Program,General Computing,,,36.5,42.251385604132544,5.751385604132544
ds-scientist-jeddah,116,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Lucidya,Technical Internship or Coop – Lucidya,Machine Learning,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,69.83,64.07937449385734,5.750625506142654
ds-scientist-jeddah,81,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Bank Albilad,Cooperative Training Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,60.33,54.58422879286068,5.74577120713932
ds-remote-coop,28,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,"Zakat, Tax and Customs Authority (ZATCA)",Binaa-Alkafaat Program,General Computing,,,30.0,35.744809344970335,5.744809344970335
ds-remote-coop,69,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Arab National Bank (ANB),COOP Trainee,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,44.67,50.41316331836098,5.743163318360978
ds-remote-coop,75,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Riyad Bank,Internships and Coop Trainings (CSR 2019),Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,44.67,50.41316331836098,5.743163318360978
ds-remote-coop,70,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Tamara,Builders Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,44.67,50.41316331836098,5.743163318360978
de-cloud-dammam,103,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Zain KSA,Evolve Program (Fresh Graduates),Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,28.5,34.24132598828896,5.741325988288963
remote-only-de,59,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Misk Foundation,Misk Traineeship / Internship Program,General Computing,,,32.5,38.235681953437286,5.735681953437286
ds-remote-coop,21,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Google (Saudi Arabia),Google Careers (Saudi location filter),General Computing,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,38.0,43.71150909234584,5.7115090923458425
eastern-province-cys,104,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Zain KSA,Zain Pioneers Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,62.5,56.79430533168812,5.705694668311878
ds-scientist-jeddah,110,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Elm Company (شركة علم),Co-Op Training - Information Technology (Jun & Aug 2025 Intake),General Computing,,,43.0,48.684458008402856,5.684458008402856
qual-ielts-intern,160,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Water Transmission Company | شركة نقل المياه,Tamheer Internship Program (HRIS / Engineering & PM - Riyadh),General Computing,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,59.83,54.15279530779737,5.677204692202629
ce-network-dhahran,10,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Deloitte Middle East (KSA),Jusoor Al Sharqiyah Internship Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,59.0,53.3381002885583,5.6618997114416985
de-cloud-dammam,136,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Siemens Healthineers,Healthineers Early Talent Program – IT (Riyadh),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,42.5,48.15827545884671,5.65827545884671
ds-remote-coop,95,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,ARDARA,COOP Training for Students,General Computing,,,40.0,45.653164160490114,5.653164160490114
ds-remote-coop,83,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,CEER,Cooperative Training Program (COOP),General Computing,,,40.0,45.653164160490114,5.653164160490114
ds-remote-coop,118,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Riyadh Air,Co-op – Riyadh Air,General Computing,,,40.0,45.65004050631851,5.650040506318511
remote-only-de,167,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,TAM | تام,"Tamheer Opportunity, Advisory",General Computing,,,15.0,20.6460084032892,5.646008403289201
ce-network-dhahran,11,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Bank Albilad,Cooperative & Summer Training Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis,67.0,61.36573519805561,5.63426480194439
ds-gpa-ielts,47,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Microsoft | Ru'aa Program (Riyadh),Ru'aa Program Internship (Solution Engineering),Machine Learning,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,59.17,53.5426713241009,5.627328675899101
ds-gpa-ielts,161,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,AFNOYS,"AI Automation Intern - KSA (Remote, 4 weeks)",General Computing,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,49.17,54.791803161182926,5.621803161182925
ds-remote-coop,58,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Unifonic,Internship (Unifonic),General Computing,,,34.5,40.121619133738285,5.621619133738285
no-interview-ft,143,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Lean Technologies,Software Engineering Intern – KSA,Software Engineering,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,69.5,63.88215165499967,5.617848345000333
eastern-province-cys,13,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Bupa Arabia,Cooperative Training Program,General Computing,,,40.0,45.60301732978654,5.603017329786539
eastern-province-cys,121,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,webook.com,COOP Trainee Opportunities – webook.com,General Computing,,,54.0,48.41332535065461,5.58667464934539
eastern-province-cys,95,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,ARDARA,COOP Training for Students,General Computing,,,54.0,48.41332535065461,5.58667464934539
eastern-province-cys,83,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,CEER,Cooperative Training Program (COOP),General Computing,,,54.0,48.41332535065461,5.58667464934539
qual-ielts-intern,31,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Ministry of Industry and Mineral Resources (MIM) – Cooperative Training Initiative,Cooperative Training Initiative,General Computing,,,10.5,16.086055386706146,5.586055386706146
ce-network-dhahran,64,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Al Rajhi Takaful,Cooperative Training Program,Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis,56.0,61.58177421099042,5.581774210990417
de-cloud-dammam,15,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Local Content and Government Procurement Authority (LCGPA),COOP Training (role posting),General Computing,,,33.5,39.0737694576696,5.573769457669599
de-cloud-dammam,120,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Lumi | لومي,COOP Intern 2025 – Lumi,General Computing,,,33.5,39.070645803498,5.570645803498003
de-cloud-dammam,117,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Diriyah Company,Diriyah Co-op Training Program,General Computing,,,33.5,39.070645803498,5.570645803498003
